Edad,Sexo,Talla,Latitud,Notas,Horas_Estudio,Fecha_Matricula,Acceso_Internet,Trabaja,Comentarios_Tutor,Horas_Sueno
29,F,1.9,-5.16781,8.2,7,2023-11-27,1,0,Excelente participacion,5
16,M,1.64,-3.50413,3.4,21,2023-10-09,1,0,Alta motivacion,5
20,F,1.75,-16.33895,8.1,19,2023-12-06,1,0,Excelente participacion,4
25,M,1.86,-5.53355,17.0,13,2023-11-05,1,1,Ausencias frecuentes,7
21,F,1.76,-3.32265,13.1,13,2023-03-07,1,1,Falta de tiempo,6
26,M,1.73,-17.26442,13.3,15,2023-07-12,1,1,Falta de tiempo,8
23,F,1.73,-12.65304,16.2,18,2023-12-15,1,1,Alta motivacion,9
26,F,1.7,-12.16779,0.8,38,2023-01-23,1,1,Excelente participacion,4
24,F,1.82,-2.61752,15.9,28,2023-08-28,1,0,Dificultad con matematicas,4
26,M,1.52,-3.95367,3.9,37,2023-09-19,1,1,Falta de tiempo,7
18,M,1.85,-6.18441,6.9,8,2023-06-20,0,1,Problemas familiares,8
17,F,1.73,-3.51498,6.2,5,2023-08-14,1,1,Ausencias frecuentes,7
28,M,1.84,-9.83827,2.1,25,2023-12-27,1,0,Excelente participacion,8
19,F,1.5,-2.25215,3.5,35,2023-07-30,1,0,Ausencias frecuentes,7
23,M,1.85,-13.78411,19.1,19,2023-08-12,1,1,Excelente participacion,6
26,M,1.55,-5.31762,12.0,24,2023-07-30,1,1,Excelente participacion,5
23,M,1.79,-13.64848,9.5,7,2023-02-28,1,1,Excelente participacion,4
18,F,1.67,-17.28248,15.2,39,2023-12-31,1,1,Problemas familiares,7
19,M,1.77,-12.88528,16.3,26,2023-05-05,1,1,Excelente participacion,5
18,M,1.75,-9.12768,2.2,20,2023-12-16,1,1,Alta motivacion,7
25,F,1.57,-2.81815,14.8,10,2023-04-07,1,0,Alta motivacion,4
17,F,1.71,-8.84058,18.6,18,2023-07-08,1,1,Excelente participacion,5
19,M,1.61,-14.77529,11.7,12,2023-06-19,0,0,Falta de tiempo,8
21,M,1.72,-0.13021,12.3,4,2023-04-21,0,1,Falta de tiempo,5
26,F,1.8,-13.13868,17.4,25,2023-12-25,0,1,Excelente participacion,7
29,F,1.53,-0.26469,13.6,6,2023-07-12,1,1,Excelente participacion,4
26,F,1.71,-1.14598,19.9,12,2023-09-13,0,0,Excelente participacion,9
20,F,1.75,-8.23605,5.7,23,2023-10-07,1,0,Excelente participacion,6
18,F,1.62,-16.34466,16.9,23,2023-09-08,1,1,Dificultad con matematicas,4
17,M,1.88,-5.48253,12.2,33,2023-04-24,1,0,Alta motivacion,5
24,F,1.71,-2.77708,7.3,38,2023-10-18,1,1,Falta de tiempo,9
16,F,1.57,-9.98458,17.7,3,2023-01-25,1,1,Alta motivacion,4
24,M,1.54,-13.69727,19.9,19,2023-05-06,1,1,Excelente participacion,4
16,F,1.72,-3.54917,1.2,12,2023-09-28,1,1,Ausencias frecuentes,6
29,F,1.65,-8.1886,18.5,29,2023-01-27,1,0,Falta de tiempo,5
22,F,1.58,-14.44266,4.1,36,2023-09-29,1,1,Alta motivacion,4
21,M,1.51,-0.9083,4.1,22,2023-12-28,1,1,Alta motivacion,7
22,F,1.73,-0.93423,0.8,12,2023-11-14,1,0,Problemas familiares,4
18,F,1.74,-11.39311,18.4,37,2023-01-22,1,1,Ausencias frecuentes,4
29,F,1.56,-16.84794,15.2,13,2023-08-03,1,1,Falta de tiempo,5
18,F,1.74,-6.64581,1.1,35,2023-07-12,1,1,Dificultad con matematicas,4
28,M,1.88,-12.28992,12.7,4,2023-11-11,0,1,Ausencias frecuentes,8
26,M,1.89,-16.80561,2.4,10,2023-09-24,1,1,Problemas familiares,8
16,F,1.86,-1.94748,15.0,15,2023-05-10,1,1,Alta motivacion,5
19,F,1.82,-0.03391,8.2,11,2023-12-15,1,0,Falta de tiempo,9
27,F,1.58,-11.6927,1.0,16,2023-07-05,1,0,Falta de tiempo,5
17,F,1.56,-4.59457,16.6,30,2023-11-22,0,1,Alta motivacion,4
25,F,1.68,-16.81613,11.4,7,2023-09-25,1,1,Dificultad con matematicas,5
23,F,1.75,-11.3453,15.5,11,2023-07-02,0,0,Dificultad con matematicas,6
18,F,1.84,-16.04247,13.5,7,2023-04-24,1,1,Alta motivacion,7
22,M,1.59,-17.0037,8.7,12,2023-05-11,1,1,Excelente participacion,8
22,F,1.69,-7.40176,14.0,22,2023-12-31,1,1,Ausencias frecuentes,7
27,M,1.76,-3.56344,0.3,4,2023-03-18,1,0,Alta motivacion,9
24,M,1.68,-9.84654,6.8,7,2023-07-13,0,0,Excelente participacion,4
21,F,1.68,-8.56478,15.6,2,2023-04-02,1,1,Ausencias frecuentes,9
16,M,1.59,-13.12686,15.3,4,2023-03-07,1,0,Dificultad con matematicas,8
23,M,1.89,-4.74503,17.7,24,2023-09-14,1,0,Ausencias frecuentes,5
16,M,1.69,-11.50068,12.2,31,2023-12-02,0,0,Problemas familiares,7
18,F,1.71,-16.78502,18.8,15,2023-11-17,1,0,Dificultad con matematicas,7
26,M,1.59,-15.02086,11.2,10,2023-04-30,1,1,Problemas familiares,6
20,M,1.71,-15.68757,10.0,23,2023-10-14,1,1,Falta de tiempo,7
23,F,1.6,-10.1542,3.9,23,2023-04-18,1,1,Falta de tiempo,4
24,F,1.58,-16.82617,15.6,38,2023-05-04,1,1,Falta de tiempo,8
22,M,1.61,-3.48328,13.8,21,2023-08-12,1,1,Excelente participacion,6
24,F,1.5,-1.65591,9.2,17,2023-05-08,0,1,Ausencias frecuentes,5
26,F,1.73,-13.5289,1.7,16,2023-09-07,1,0,Ausencias frecuentes,6
18,M,1.65,-9.26082,2.5,0,2023-01-18,1,1,Dificultad con matematicas,8
28,M,1.86,-8.65686,2.3,11,2023-06-23,1,1,Excelente participacion,4
20,M,1.52,-0.26998,7.5,22,2023-01-26,0,1,Alta motivacion,8
25,F,1.52,-16.81885,3.2,7,2023-01-24,1,1,Problemas familiares,6
23,M,1.85,-5.97812,17.2,32,2023-06-18,1,0,Excelente participacion,9
27,M,1.55,-11.77623,18.0,11,2023-10-13,1,0,Alta motivacion,9
16,F,1.5,-8.96749,17.1,16,2023-09-21,1,1,Falta de tiempo,4
23,F,1.57,-14.09338,12.2,29,2023-03-09,0,1,Alta motivacion,8
22,F,1.83,-15.11564,11.9,38,2023-06-23,1,1,Ausencias frecuentes,8
16,F,1.82,-13.61582,17.8,12,2023-07-07,1,0,Dificultad con matematicas,9
28,M,1.64,-16.71728,8.1,20,2023-06-23,1,0,Alta motivacion,7
28,M,1.77,-12.99437,1.2,8,2023-08-05,1,0,Excelente participacion,5
25,M,1.7,-5.57368,9.4,27,2023-03-15,1,1,Falta de tiempo,4
27,F,1.86,-6.27333,11.1,6,2023-01-01,1,0,Ausencias frecuentes,6
25,M,1.52,-8.01907,11.0,17,2023-03-03,1,1,Ausencias frecuentes,9
27,F,1.83,-17.99303,3.2,32,2023-01-03,1,1,Excelente participacion,5
21,F,1.57,-15.73592,15.7,22,2023-12-24,1,1,Problemas familiares,9
16,F,1.66,-2.82835,14.6,0,2023-04-13,1,1,Alta motivacion,7
17,M,1.58,-13.10871,4.6,38,2023-12-12,0,0,Problemas familiares,6
20,F,1.78,-1.58042,11.0,18,2023-05-01,0,1,Dificultad con matematicas,5
17,M,1.77,-2.25817,15.8,18,2023-03-20,1,1,Alta motivacion,4
29,M,1.72,-15.21131,0.2,3,2023-11-15,0,1,Excelente participacion,4
25,M,1.78,-1.83326,5.5,6,2023-11-29,1,1,Excelente participacion,7
16,F,1.76,-6.69897,9.4,28,2023-09-23,1,0,Problemas familiares,6
21,M,1.81,-6.65484,16.9,38,2023-03-10,1,1,Alta motivacion,9
23,M,1.6,-2.65176,16.0,10,2023-02-28,1,1,Ausencias frecuentes,9
23,F,1.67,-10.709,3.0,28,2023-08-25,1,1,Ausencias frecuentes,5
28,M,1.56,-4.76526,9.3,7,2023-08-12,1,1,Alta motivacion,9
28,F,1.67,-5.98024,6.1,8,2023-06-26,0,0,Alta motivacion,7
23,M,1.78,-4.11274,8.0,4,2023-12-22,1,1,Dificultad con matematicas,8
26,F,1.78,-6.1166,10.8,30,2023-09-02,1,0,Ausencias frecuentes,9
21,F,1.78,-16.55901,10.0,9,2023-06-01,0,0,Excelente participacion,6
26,F,1.62,-12.7312,2.8,23,2023-02-27,1,1,Problemas familiares,7
18,F,1.76,-1.08142,2.4,16,2023-02-10,1,1,Falta de tiempo,6
16,F,1.65,-13.97835,2.6,10,2023-05-22,1,0,Alta motivacion,9
17,M,1.88,-9.49931,16.8,33,2023-02-12,1,0,Alta motivacion,8
20,M,1.64,-11.5753,0.4,23,2023-04-13,1,1,Ausencias frecuentes,8
28,M,1.74,-16.44662,4.0,7,2023-03-27,0,0,Excelente participacion,5
25,M,1.8,-14.7386,19.1,38,2023-04-09,1,0,Problemas familiares,7
20,F,1.86,-12.83999,1.3,23,2023-01-17,0,1,Falta de tiempo,4
25,F,1.68,-9.66027,0.7,1,2023-12-04,1,1,Problemas familiares,7
29,M,1.64,-2.25857,7.7,7,2023-08-23,1,1,Excelente participacion,4
16,F,1.67,-8.71891,3.0,30,2023-06-30,0,1,Alta motivacion,4
16,M,1.63,-6.26571,11.3,34,2023-02-15,1,0,Excelente participacion,7
24,F,1.76,-10.33281,6.8,3,2023-04-19,1,0,Falta de tiempo,9
17,F,1.87,-2.33888,4.2,11,2023-07-25,1,0,Dificultad con matematicas,5
22,M,1.55,-6.07281,20.0,38,2023-06-02,1,1,Problemas familiares,4
25,M,1.72,-16.36866,6.8,15,2023-07-02,1,1,Problemas familiares,5
19,F,1.86,-9.40498,12.8,21,2023-05-05,1,0,Alta motivacion,5
22,M,1.54,-3.10978,17.5,16,2023-05-30,1,1,Problemas familiares,8
23,M,1.7,-4.7942,18.4,24,2023-08-06,0,1,Excelente participacion,5
20,M,1.85,-1.7044,8.2,14,2023-06-19,1,1,Excelente participacion,6
28,M,1.86,-13.90198,19.5,19,2023-01-12,1,1,Dificultad con matematicas,8
27,F,1.71,-0.4109,14.5,30,2023-02-12,1,0,Dificultad con matematicas,7
27,F,1.51,-12.8686,11.7,4,2023-02-07,1,1,Alta motivacion,8
16,F,1.54,-17.09676,13.9,29,2023-01-05,0,1,Excelente participacion,4
19,F,1.73,-9.07789,7.2,26,2023-11-06,1,1,Ausencias frecuentes,6
25,M,1.55,-16.0139,8.5,13,2023-09-30,0,0,Falta de tiempo,4
18,M,1.56,-5.7364,11.7,16,2023-12-31,0,1,Excelente participacion,7
25,M,1.81,-1.78999,6.5,29,2023-10-15,1,1,Ausencias frecuentes,9
27,F,1.8,-1.41582,15.4,3,2023-11-14,1,0,Ausencias frecuentes,7
20,F,1.84,-7.07333,5.0,3,2023-02-03,1,1,Ausencias frecuentes,9
25,F,1.54,-8.36523,15.9,2,2023-07-06,1,1,Falta de tiempo,4
28,F,1.58,-0.10815,3.0,6,2023-08-22,1,1,Dificultad con matematicas,4
25,M,1.83,-7.57034,4.3,38,2023-03-10,1,1,Ausencias frecuentes,9
28,M,1.79,-1.30575,15.1,34,2023-03-31,1,1,Dificultad con matematicas,9
21,M,1.82,-1.50129,5.3,12,2023-04-19,1,0,Excelente participacion,7
17,F,1.9,-12.78875,15.9,35,2023-07-31,1,1,Problemas familiares,6
22,F,1.85,-17.75248,15.7,35,2023-09-03,1,0,Problemas familiares,8
28,F,1.71,-10.09497,5.1,27,2023-11-24,1,1,Dificultad con matematicas,7
18,F,1.62,-2.49534,1.5,31,2023-11-22,0,0,Alta motivacion,8
16,F,1.73,-2.94958,3.3,13,2023-07-28,1,1,Excelente participacion,9
25,F,1.76,-7.13395,15.1,35,2023-12-29,1,1,Dificultad con matematicas,6
18,M,1.63,-15.18015,16.9,34,2023-08-05,0,1,Falta de tiempo,7
24,F,1.81,-16.06342,7.7,37,2023-07-07,1,1,Ausencias frecuentes,8
25,F,1.54,-0.81572,3.3,4,2023-08-05,1,1,Ausencias frecuentes,9
26,F,1.81,-10.41484,1.5,5,2023-02-20,0,1,Ausencias frecuentes,5
26,M,1.51,-6.3331,4.3,11,2023-08-15,1,1,Dificultad con matematicas,8
21,M,1.7,-1.69444,19.6,38,2023-07-21,1,0,Alta motivacion,7
26,F,1.84,-2.34192,3.4,11,2023-04-14,1,1,Excelente participacion,7
21,M,1.53,-7.79574,1.7,7,2023-01-30,0,0,Ausencias frecuentes,4
19,M,1.71,-9.21771,15.7,17,2023-07-29,0,1,Alta motivacion,7
23,M,1.56,-4.76533,12.3,17,2023-09-06,1,0,Problemas familiares,7
20,F,1.86,-11.70638,10.7,9,2023-03-08,1,1,Problemas familiares,9
22,M,1.83,-6.74297,9.0,5,2023-01-18,1,1,Alta motivacion,8
24,M,1.87,-17.58326,14.0,4,2023-10-04,1,1,Alta motivacion,5
28,M,1.85,-3.16237,14.0,22,2023-12-11,0,1,Alta motivacion,9
28,F,1.79,-0.03542,8.5,24,2023-02-13,1,1,Problemas familiares,5
29,M,1.57,-0.81528,4.7,6,2023-02-26,0,1,Falta de tiempo,9
20,F,1.62,-11.52189,16.8,4,2023-07-03,1,1,Dificultad con matematicas,8
26,M,1.7,-8.44018,3.3,30,2023-12-26,1,1,Dificultad con matematicas,9
29,F,1.74,-13.74809,10.7,18,2023-02-16,0,0,Falta de tiempo,4
20,F,1.81,-12.54623,13.9,35,2023-08-11,1,1,Dificultad con matematicas,6
29,F,1.59,-9.76777,12.8,34,2023-01-19,1,0,Excelente participacion,4
19,F,1.55,-4.55254,12.4,8,2023-06-18,1,0,Falta de tiempo,7
21,F,1.69,-17.67812,13.3,23,2023-09-04,1,1,Problemas familiares,7
17,M,1.56,-10.91207,17.5,17,2023-04-06,1,1,Problemas familiares,7
18,M,1.78,-7.98306,7.3,8,2023-03-07,0,1,Problemas familiares,6
16,M,1.73,-14.12671,12.5,37,2023-12-04,1,1,Alta motivacion,7
17,F,1.8,-16.58738,13.9,33,2023-12-21,1,1,Problemas familiares,5
17,F,1.53,-8.28767,11.8,32,2023-05-08,0,1,Dificultad con matematicas,6
23,F,1.89,-6.51942,18.1,3,2023-07-15,1,1,Dificultad con matematicas,7
23,M,1.5,-6.46196,13.1,19,2023-06-24,1,0,Excelente participacion,8
17,F,1.63,-11.58148,8.5,22,2023-07-12,1,0,Alta motivacion,6
28,F,1.77,-13.72749,16.9,35,2023-05-22,1,1,Problemas familiares,9
29,F,1.52,-14.03304,9.8,25,2023-11-29,1,1,Ausencias frecuentes,5
21,F,1.53,-17.27057,10.6,0,2023-02-02,1,0,Excelente participacion,6
20,M,1.53,-14.6757,11.6,38,2023-04-09,0,1,Ausencias frecuentes,4
18,F,1.73,-3.26509,6.5,31,2023-09-12,1,0,Ausencias frecuentes,5
20,F,1.86,-17.94508,14.5,27,2023-02-06,1,1,Problemas familiares,8
20,F,1.72,-17.21001,2.0,23,2023-05-20,1,1,Problemas familiares,8
20,F,1.74,-15.71366,17.4,12,2023-11-25,0,1,Falta de tiempo,6
18,M,1.64,-10.43567,15.1,32,2023-07-12,0,1,Alta motivacion,4
18,F,1.51,-11.99272,7.1,11,2023-02-06,1,1,Problemas familiares,5
19,M,1.51,-14.79895,4.5,32,2023-12-04,1,1,Problemas familiares,4
22,M,1.86,-16.00291,7.8,13,2023-10-30,1,1,Falta de tiempo,7
27,F,1.54,-1.10047,16.1,12,2023-01-23,0,1,Falta de tiempo,9
27,F,1.9,-1.5975,0.6,36,2023-09-30,1,1,Alta motivacion,5
27,M,1.57,-4.10583,9.4,26,2023-06-19,1,0,Falta de tiempo,4
29,F,1.77,-13.4636,5.1,3,2023-03-03,1,1,Excelente participacion,5
17,F,1.88,-12.17344,17.5,3,2023-12-25,1,1,Excelente participacion,5
25,M,1.64,-6.01479,8.3,39,2023-12-24,1,1,Ausencias frecuentes,7
19,M,1.79,-12.74942,14.0,15,2023-07-01,1,1,Ausencias frecuentes,8
19,M,1.64,-8.44879,7.2,38,2023-06-21,1,1,Falta de tiempo,6
16,M,1.62,-6.27689,6.6,39,2023-11-01,0,1,Dificultad con matematicas,6
25,M,1.58,-8.65447,6.5,17,2023-01-31,0,0,Dificultad con matematicas,7
23,M,1.83,-10.56087,13.6,15,2023-01-10,1,1,Falta de tiempo,6
16,F,1.6,-11.73791,19.3,30,2023-12-25,1,0,Excelente participacion,9
23,F,1.61,-4.0005,4.2,25,2023-11-01,1,1,Alta motivacion,7
22,F,1.9,-4.69802,12.9,22,2023-05-02,1,0,Ausencias frecuentes,6
24,F,1.63,-5.46789,5.3,1,2023-09-07,1,1,Dificultad con matematicas,4
23,F,1.67,-11.25581,11.0,37,2023-05-20,1,1,Alta motivacion,5
20,F,1.9,-4.03674,10.8,10,2023-09-09,0,0,Falta de tiempo,4
23,F,1.65,-0.76133,9.0,4,2023-10-20,1,1,Excelente participacion,9
29,F,1.65,-5.59837,10.0,13,2023-02-02,1,1,Ausencias frecuentes,6
26,F,1.83,-10.65781,17.6,15,2023-10-27,1,1,Excelente participacion,8
25,M,1.62,-3.66334,1.8,36,2023-06-22,0,1,Dificultad con matematicas,8
27,M,1.59,-7.03256,16.6,20,2023-02-16,1,1,Ausencias frecuentes,4
27,F,1.67,-2.20181,9.2,7,2023-11-24,1,0,Falta de tiempo,5
18,F,1.78,-5.16271,6.7,13,2023-03-17,1,1,Ausencias frecuentes,7
25,M,1.52,-4.14144,3.5,8,2023-06-30,1,1,Problemas familiares,9
22,M,1.65,-5.98614,16.3,11,2023-06-04,1,1,Dificultad con matematicas,4
27,M,1.64,-16.34363,11.8,14,2023-04-17,1,1,Ausencias frecuentes,8
19,F,1.6,-9.26789,14.6,24,2023-04-01,1,1,Alta motivacion,9
20,M,1.76,-16.98318,6.3,20,2023-11-27,1,1,Ausencias frecuentes,7
24,M,1.62,-9.94412,7.9,33,2023-06-27,1,1,Falta de tiempo,5
22,M,1.74,-5.10431,18.3,25,2023-07-21,1,1,Ausencias frecuentes,5
19,F,1.7,-10.4174,19.2,3,2023-05-28,1,1,Alta motivacion,4
21,M,1.59,-17.97066,14.8,24,2023-04-07,1,0,Problemas familiares,7
25,F,1.61,-11.35287,15.0,39,2023-07-03,1,1,Problemas familiares,6
29,M,1.57,-16.78034,13.9,31,2023-01-18,1,1,Dificultad con matematicas,6
26,M,1.52,-3.94927,11.7,28,2023-07-12,1,1,Alta motivacion,5
22,F,1.75,-3.89247,11.9,21,2023-08-19,1,1,Alta motivacion,7
28,M,1.77,-3.48519,19.3,33,2023-12-01,1,0,Alta motivacion,5
25,M,1.57,-17.45411,15.0,18,2023-09-18,1,1,Problemas familiares,9
28,M,1.75,-17.41915,13.1,5,2023-09-28,0,0,Ausencias frecuentes,6
24,F,1.89,-1.73791,3.8,19,2023-07-09,1,1,Ausencias frecuentes,5
19,F,1.53,-15.77369,19.5,15,2023-03-27,1,1,Alta motivacion,6
25,F,1.7,-5.93838,10.4,32,2023-12-31,1,1,Falta de tiempo,5
18,M,1.79,-3.68182,18.9,8,2023-06-15,1,1,Dificultad con matematicas,8
23,F,1.52,-9.93845,14.3,21,2023-02-14,0,0,Alta motivacion,5
16,M,1.81,-8.1635,0.8,33,2023-03-02,1,1,Problemas familiares,8
24,M,1.89,-13.90715,10.8,18,2023-11-04,1,1,Alta motivacion,6
28,M,1.54,-1.3752,17.9,36,2023-12-22,1,1,Excelente participacion,7
16,M,1.83,-12.56758,1.0,3,2023-03-04,1,1,Dificultad con matematicas,7
17,M,1.65,-14.0794,17.3,4,2023-07-07,1,0,Dificultad con matematicas,4
28,M,1.56,-8.54274,12.3,11,2023-09-23,1,1,Falta de tiempo,9
23,M,1.7,-14.57075,0.9,32,2023-10-29,0,1,Excelente participacion,6
24,M,1.53,-5.63955,7.5,8,2023-04-25,1,1,Alta motivacion,9
22,F,1.71,-8.72792,0.6,28,2023-09-19,1,1,Falta de tiempo,6
18,F,1.51,-15.33952,0.0,29,2023-10-27,1,1,Dificultad con matematicas,8
22,M,1.79,-16.78956,17.9,28,2023-11-30,0,1,Problemas familiares,4
21,F,1.7,-15.53484,15.0,16,2023-05-04,1,1,Excelente participacion,7
17,F,1.68,-15.54076,5.8,34,2023-12-14,1,1,Problemas familiares,7
18,F,1.58,-12.36869,2.3,12,2023-12-04,1,0,Dificultad con matematicas,6
26,M,1.64,-3.00113,1.1,35,2023-10-14,1,1,Dificultad con matematicas,5
28,F,1.57,-16.96871,18.3,3,2023-10-18,1,1,Dificultad con matematicas,8
27,M,1.79,-15.6944,12.5,0,2023-02-04,0,1,Dificultad con matematicas,5
28,F,1.58,-12.54781,3.2,37,2023-02-02,1,1,Ausencias frecuentes,5
25,F,1.75,-8.04,13.6,26,2023-08-11,1,1,Ausencias frecuentes,6
25,F,1.61,-4.26811,20.0,27,2023-08-05,1,0,Falta de tiempo,5
28,M,1.76,-1.41855,15.8,24,2023-07-06,1,1,Problemas familiares,4
27,M,1.72,-10.58241,8.9,23,2023-02-16,1,0,Ausencias frecuentes,4
20,M,1.67,-16.09497,16.3,1,2023-04-20,1,0,Excelente participacion,8
25,M,1.77,-14.15672,14.9,22,2023-09-13,1,0,Excelente participacion,4
19,M,1.67,-12.82954,1.8,21,2023-03-12,1,1,Dificultad con matematicas,4
17,M,1.83,-3.85024,18.5,17,2023-04-17,0,1,Ausencias frecuentes,9
19,M,1.79,-5.64042,17.7,15,2023-05-10,0,0,Problemas familiares,9
27,M,1.72,-14.2379,11.8,31,2023-12-11,0,1,Dificultad con matematicas,9
23,M,1.85,-2.90258,10.2,2,2023-06-02,1,1,Dificultad con matematicas,9
20,F,1.83,-2.53519,4.6,0,2023-08-19,1,0,Excelente participacion,6
20,F,1.71,-2.1161,16.7,33,2023-12-23,1,0,Excelente participacion,9
28,M,1.53,-13.04992,8.6,25,2023-06-30,0,1,Problemas familiares,8
27,F,1.73,-15.59286,11.6,39,2023-01-25,1,0,Falta de tiempo,5
27,F,1.64,-16.12877,3.4,5,2023-09-10,1,1,Falta de tiempo,8
25,M,1.72,-10.79842,4.3,35,2023-05-30,0,1,Excelente participacion,7
18,M,1.76,-10.27215,19.7,8,2023-05-09,0,1,Problemas familiares,4
28,F,1.76,-2.37222,9.9,6,2023-06-09,1,0,Problemas familiares,4
23,M,1.77,-13.18039,16.3,30,2023-10-31,1,1,Problemas familiares,7
21,F,1.77,-6.71594,16.6,32,2023-07-25,0,1,Falta de tiempo,6
17,M,1.54,-3.81217,19.6,3,2023-11-19,0,0,Ausencias frecuentes,8
17,F,1.58,-13.15525,19.7,5,2023-03-07,1,0,Alta motivacion,8
24,M,1.75,-13.19149,9.1,10,2023-09-04,1,1,Problemas familiares,7
28,F,1.66,-5.95521,19.0,39,2023-07-04,0,1,Alta motivacion,7
22,F,1.81,-4.92955,7.3,12,2023-10-19,1,1,Excelente participacion,5
25,F,1.55,-0.72427,12.2,8,2023-04-03,1,1,Excelente participacion,9
24,F,1.58,-2.70107,16.4,17,2023-03-15,1,0,Falta de tiempo,6
29,M,1.72,-3.20307,18.3,25,2023-09-26,1,1,Problemas familiares,8
21,F,1.7,-5.53834,10.5,22,2023-09-01,1,1,Alta motivacion,7
20,M,1.61,-15.86724,8.4,22,2023-05-01,1,1,Dificultad con matematicas,6
27,F,1.66,-3.43366,14.6,4,2023-12-05,1,1,Problemas familiares,5
16,M,1.51,-1.16421,9.1,9,2023-07-29,1,0,Excelente participacion,5
27,F,1.51,-10.96708,13.4,39,2023-03-03,1,1,Excelente participacion,6
21,M,1.54,-12.35408,16.1,18,2023-06-24,1,1,Falta de tiempo,6
21,F,1.73,-8.59533,16.8,7,2023-06-07,1,0,Excelente participacion,7
18,F,1.85,-0.7838,5.1,14,2023-07-20,1,1,Excelente participacion,9
18,M,1.6,-17.08502,11.4,18,2023-06-12,1,1,Ausencias frecuentes,7
18,F,1.51,-5.24015,0.5,3,2023-11-03,0,0,Problemas familiares,8
18,F,1.78,-3.33597,16.0,34,2023-02-22,0,1,Alta motivacion,9
22,F,1.84,-3.80251,2.5,36,2023-12-25,1,0,Problemas familiares,4
25,F,1.56,-7.79806,17.4,11,2023-09-14,1,1,Falta de tiempo,7
26,M,1.65,-1.42987,8.1,30,2023-09-15,1,0,Falta de tiempo,5
17,F,1.56,-15.57857,3.3,15,2023-04-11,0,1,Excelente participacion,5
25,M,1.54,-13.58729,15.9,39,2023-05-13,1,1,Excelente participacion,5
28,M,1.76,-12.47479,4.0,20,2023-06-09,1,0,Dificultad con matematicas,9
25,M,1.89,-17.84381,7.9,19,2023-12-31,1,1,Excelente participacion,6
17,M,1.77,-11.32795,11.3,21,2023-12-17,0,1,Ausencias frecuentes,5
18,F,1.89,-15.10812,7.2,4,2023-10-22,1,1,Problemas familiares,6
25,F,1.67,-4.95673,3.6,7,2023-06-05,1,1,Falta de tiempo,8
27,M,1.86,-10.53085,8.1,7,2023-11-23,1,1,Problemas familiares,9
22,F,1.58,-5.31973,2.9,32,2023-02-20,1,1,Ausencias frecuentes,8
18,F,1.55,-12.71424,14.4,26,2023-04-26,1,1,Falta de tiempo,8
22,M,1.78,-15.62548,3.4,29,2023-08-24,1,1,Dificultad con matematicas,8
24,M,1.65,-15.6242,9.6,27,2023-11-27,0,1,Ausencias frecuentes,5
26,M,1.63,-14.34125,11.2,39,2023-10-31,1,1,Alta motivacion,7
25,F,1.77,-15.92612,18.9,17,2023-07-30,1,1,Excelente participacion,8
27,M,1.63,-14.03015,1.6,9,2023-01-27,1,1,Ausencias frecuentes,9
26,M,1.73,-7.57738,18.6,39,2023-06-25,1,0,Alta motivacion,7
19,F,1.62,-13.38595,4.2,12,2023-11-16,1,1,Dificultad con matematicas,9
22,F,1.81,-11.82696,16.8,36,2023-07-17,1,1,Problemas familiares,8
24,F,1.62,-17.05079,1.8,39,2023-10-16,1,1,Ausencias frecuentes,6
29,F,1.71,-1.94024,19.8,22,2023-01-23,1,1,Problemas familiares,5
23,F,1.51,-15.5131,16.2,18,2023-12-15,1,1,Falta de tiempo,8
23,F,1.82,-11.72401,1.3,22,2023-04-14,1,1,Excelente participacion,7
24,F,1.75,-11.16937,4.3,15,2023-05-06,0,0,Dificultad con matematicas,4
29,F,1.58,-4.10173,11.0,11,2023-11-22,1,1,Excelente participacion,6
20,M,1.59,-9.29623,10.5,35,2023-05-10,1,1,Alta motivacion,7
29,F,1.6,-11.10679,12.6,3,2023-10-22,0,0,Alta motivacion,8
20,M,1.73,-5.47426,9.3,11,2023-09-27,1,1,Falta de tiempo,8
18,F,1.72,-7.25373,14.7,26,2023-12-02,1,1,Falta de tiempo,7
20,F,1.61,-16.59358,7.0,13,2023-06-14,1,1,Excelente participacion,8
23,M,1.78,-12.3714,3.5,15,2023-12-10,1,1,Excelente participacion,8
27,F,1.86,-0.38505,0.7,28,2023-03-09,1,1,Dificultad con matematicas,9
20,M,1.52,-9.29997,6.5,11,2023-01-29,1,0,Dificultad con matematicas,7
19,F,1.67,-10.36452,8.5,14,2023-01-19,1,1,Ausencias frecuentes,9
23,M,1.74,-15.30144,13.2,0,2023-05-26,1,0,Dificultad con matematicas,7
22,M,1.73,-2.89674,16.1,27,2023-08-08,1,1,Problemas familiares,5
29,F,1.51,-15.60046,4.8,7,2023-06-08,0,0,Excelente participacion,4
29,M,1.58,-16.10849,9.9,31,2023-08-01,1,1,Excelente participacion,7
21,M,1.52,-10.09799,4.7,24,2023-11-20,1,1,Alta motivacion,7
20,F,1.73,-10.14036,19.0,34,2023-07-05,0,1,Problemas familiares,5
29,F,1.76,-0.33356,13.0,11,2023-05-02,0,1,Alta motivacion,8
20,M,1.56,-15.7044,13.6,5,2023-05-25,1,1,Alta motivacion,4
28,F,1.63,-9.29111,10.6,30,2023-01-22,1,1,Alta motivacion,6
